employee_id,fullname,years_of_service_months,rating,is_high_performer,performance_group,grade_name,education_name,major_name,position_name,department_name,directorate_name,iq,pauli,gtq,tiki,mbti,disc,GDR,CEX,IDS,QDD,STO,SEA,VCU,LIE,FTC,CSI,Papi_N,Papi_G,Papi_A,Papi_L,Papi_P,Papi_I,Papi_T,Papi_V,Papi_X,Papi_S,Papi_B,Papi_O,Papi_R,Papi_D,Papi_C,Papi_Z,Papi_E,Papi_K,Papi_F,Papi_W
EMP100425,Novi Baskara Sinaga,53,1,0,Others,IV,SMA,Statistics,Data Analyst,Finance,Technology,83,40,28,8,ISFJ,DC,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,null,8,8,5,5,5,null,4,null,2,5,8,2,8,2,1,8,7,3
EMP100426,Dimas Pamungkas,50,5,1,High Performer,III,S1,Psychology,Brand Executive,Marketing,Technology,null,64,null,2,ENTJ,DI,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,8,9,5,8,8,null,2,4,7,8,7,9,9,6,6,8,9,8,2,8
EMP100427,Dimas Adi Mahendra,42,3,0,Others,IV,S2,Business,HRBP,Operations,Commercial,null,69,32,7,ENFJ,ID,3.0,3.0,3.0,,,3.0,3.0,3.0,2.0,3.0,null,6,7,7,7,4,5,6,8,4,7,6,9,1,1,3,2,1,5,8
EMP100428,Umar Pamungkas,61,5,1,High Performer,III,S2,Design,Sales Supervisor,Marketing,HR & Corp Affairs,null,20,null,9,ESFP,DC,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,7,6,4,7,5,8,6,null,5,9,5,4,6,2,7,4,8,7,9,4
EMP100429,Gita Candra Situmorang,31,4,0,Others,III,SMA,Statistics,Finance Officer,IT,Technology,132,59,28,8,INTP,SD,3.0,2.0,3.0,,3.0,,3.0,3.0,3.0,4.0,8,null,null,4,8,4,3,6,6,3,5,2,7,7,1,8,5,2,5,5
EMP100430,Valdo Nabila Rohman,39,1,0,Others,III,D3,Engineering,Sales Supervisor,IT,HR & Corp Affairs,97,93,25,5,,CI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,null,9,9,5,null,3,6,6,1,3,6,6,null,2,3,6,1,1
EMP100431,Novi Wijaya Putra,119,4,0,Others,IV,SMA,Statistics,Finance Officer,Operations,Commercial,140,68,24,4,,DI,,0.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,,4,3,9,9,8,3,2,3,7,1,5,6,2,null,2,7,1,7,9,6
EMP100432,Rani Fadillah Rahmawati,94,3,0,Others,IV,D3,Statistics,Finance Officer,Marketing,Technology,null,73,null,10,ESTP,DI,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,5,7,2,2,2,9,null,8,9,7,5,null,1,7,7,9,4,null,5,7
EMP100433,Dian Ridwan,9,2,0,Others,IV,D3,Statistics,Finance Officer,Operations,Technology,91,63,28,10,,DC,,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4,4,9,2,4,7,2,2,2,6,6,2,6,3,3,3,9,null,8,1
EMP100434,Hadi Wibowo,59,3,0,Others,V,S2,Psychology,Finance Officer,HR,Commercial,137,46,33,7,INFP,CD,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1,6,5,1,8,1,8,7,1,6,null,3,6,8,6,1,7,null,null,2
EMP100435,Intan Syahputra,34,2,0,Others,III,S2,Statistics,Sales Supervisor,Operations,Commercial,121,64,21,5,INFJ,SD,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5,5,8,1,5,3,6,5,3,null,4,6,null,6,1,8,5,3,9,7
EMP100436,Zahra Wijaya,94,3,0,Others,IV,D3,Design,HRBP,R&D,Technology,97,75,21,3,,ID,3.0,3.0,3.0,,3.0,4.0,3.0,,4.0,3.0,5,5,8,8,9,9,null,4,8,1,2,5,1,null,6,5,8,9,2,7
EMP100437,Indra Hartanto,86,4,0,Others,III,S1,Psychology,Supply Planner,Marketing,Technology,null,76,null,10,ISTP,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,9,9,4,5,4,3,1,9,7,3,7,3,6,7,6,6,7,7,7,9
EMP100438,Bayu Yudhistira Santoso,50,3,0,Others,V,D3,Psychology,Finance Officer,IT,Technology,90,60,38,7,ESFJ,ID,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,null,null,7,4,4,2,null,9,6,9,9,null,2,9,1,4,7,1,3,1
EMP100439,Intan Tamba,54,2,0,Others,V,S1,Statistics,Sales Supervisor,Finance,HR & Corp Affairs,83,29,30,3,ESFJ,IC,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5,3,8,6,5,2,4,7,1,5,5,2,3,null,5,6,1,8,4,2
EMP100440,Cahyo Utama Sinaga,3,4,0,Others,III,D3,Psychology,Supply Planner,R&D,HR & Corp Affairs,119,53,40,3,ESFJ,SD,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,9,5,9,4,4,8,6,6,2,8,6,1,1,6,6,4,9,5,2,7
EMP100441,Kartika Herlambang,24,4,0,Others,III,D3,Economics,Brand Executive,R&D,Commercial,118,91,34,6,INTP,SC,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,9,null,2,1,null,6,2,7,3,2,2,null,3,4,8,7,2,null,7,4
EMP100442,Andi Qolbi Hidayat,29,2,0,Others,V,S1,Design,Finance Officer,Operations,HR & Corp Affairs,138,91,35,7,ENTJ,IC,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4,5,4,1,6,2,2,5,8,3,4,3,3,null,4,6,9,4,4,9
EMP100443,Bayu Qolbi Hidayat,49,3,0,Others,V,S2,Psychology,Sales Supervisor,Operations,Technology,117,45,26,9,ESFJ,CI,3.0,,2.0,3.0,4.0,3.0,4.0,,3.0,3.0,5,1,4,7,8,6,4,1,9,4,7,3,8,5,2,5,4,3,9,3
EMP100444,Dimas Purnama,80,4,0,Others,V,D3,Psychology,Data Analyst,IT,Technology,114,50,19,2,INFJ,DC,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,7,3,3,2,8,7,null,9,9,4,4,8,3,9,1,6,6,7,1,5
EMP100445,Kurnia Wijaya,31,1,0,Others,IV,S2,Statistics,Sales Supervisor,R&D,Commercial,97,97,18,3,ENTJ,IS,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,2,1,9,6,7,1,7,1,9,null,8,4,null,7,1,8,1,5,9,6
EMP100446,Rifqi Iqbal Ginting,75,3,0,Others,IV,SMA,Economics,Data Analyst,Operations,Commercial,112,93,32,6,ENTJ,IC,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3,null,3,8,8,null,5,3,7,8,8,null,5,8,2,3,3,9,8,5
EMP100447,Rendra Zulfikar Lestari,23,4,0,Others,V,S1,Engineering,Finance Officer,IT,Technology,81,48,33,5,INFP,ID,,4.0,4.0,,3.0,4.0,4.0,5.0,,4.0,6,7,4,4,9,7,4,null,6,8,2,4,9,null,4,3,7,6,6,4
EMP100448,Gita Jatmiko Santoso,66,2,0,Others,III,SMA,Economics,Data Analyst,Marketing,HR & Corp Affairs,null,42,null,10,ISTP,ID,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,1,2,6,2,null,9,3,8,6,7,1,8,6,3,null,1,5,9,1
EMP100449,Ari Ramadhan,120,3,0,Others,III,D3,Business,Data Analyst,R&D,HR & Corp Affairs,109,58,32,10,ESFP,,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,7,6,7,3,8,4,3,9,8,6,null,7,7,8,4,6,6,8,5,1
EMP100450,Indra Lestari,19,3,0,Others,III,S2,Business,Sales Supervisor,IT,Commercial,134,46,28,10,INTJ,DI,4.0,3.0,4.0,4.0,4.0,,2.0,4.0,2.0,3.0,9,6,7,7,2,7,8,9,8,3,9,1,4,9,2,8,2,6,9,4
EMP100451,Fitri Qolbi Simanjuntak,63,3,0,Others,V,SMA,Statistics,HRBP,HR,Technology,85,95,24,3,ESFP,CD,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,6,2,8,4,8,6,8,2,4,null,3,6,3,5,null,3,8,5,6,7
EMP100452,Zahra Zulfikar Ramadhan,52,3,0,Others,V,SMA,Business,Finance Officer,HR,Technology,118,57,26,8,INFJ,DC,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,6,8,1,6,3,null,9,3,5,5,6,5,8,8,4,5,9,7,5,2
EMP100453,Yuni Subekti,27,3,0,Others,V,S1,Statistics,Data Analyst,HR,Technology,112,92,18,4,INTJ,CI,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,5,8,2,5,1,6,5,3,2,7,9,5,2,7,6,null,2,9,5,7
EMP100454,Nadia Iqbal Maulana,0,4,0,Others,IV,S1,Psychology,Finance Officer,R&D,Commercial,132,49,20,1,ISTP,DI,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,null,6,7,2,1,3,6,6,2,7,9,3,6,5,3,2,8,4,7,2
EMP100455,Zaki Siregar,71,2,0,Others,III,S1,Engineering,HRBP,Marketing,HR & Corp Affairs,null,96,null,10,inftj,CS,3.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,9,4,4,7,1,9,5,3,null,4,null,6,6,2,5,3,4,2,7,3
EMP100456,Rama Gunawan,51,2,0,Others,III,S2,Business,Finance Officer,Marketing,Commercial,null,65,null,9,ESTJ,IS,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,7,9,3,8,5,7,7,7,3,9,5,null,8,7,1,6,6,9,5,1
EMP100457,Nurlita Maulana,63,3,0,Others,V,S2,Engineering,Finance Officer,R&D,HR & Corp Affairs,117,41,26,2,ISTJ,SD,3.0,4.0,6.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,7,8,4,4,null,2,9,9,9,1,2,6,9,1,9,1,3,2,5,7
EMP100458,Fajar Mahardika Handayani,70,3,0,Others,V,D3,Statistics,Finance Officer,Operations,HR & Corp Affairs,114,27,23,7,ESFP,IC,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2,6,7,8,2,5,null,7,4,2,7,null,3,3,8,5,6,4,3,2
EMP100459,Zahra Syahputra,81,3,0,Others,V,S2,Psychology,Brand Executive,IT,Commercial,85,29,22,8,ESFJ,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,9,4,2,4,1,8,4,9,2,9,7,null,4,7,2,8,7,1,2,null
EMP100460,Joko Sinaga,45,5,1,High Performer,IV,D3,Engineering,HRBP,IT,HR & Corp Affairs,89,49,29,4,ISTJ,SI,4.0,5.0,4.0,5.0,5.0,,4.0,,5.0,5.0,7,2,null,5,null,6,4,9,2,1,5,null,6,7,9,5,6,4,3,6
EMP100461,Novi Suharto,37,4,0,Others,III,S2,Economics,Finance Officer,HR,HR & Corp Affairs,87,74,35,4,,CS,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,7,2,8,1,2,1,6,7,5,1,4,9,3,2,5,3,8,7,2,null
EMP100462,Lestari Anggara,28,5,1,High Performer,III,S2,Economics,Sales Supervisor,R&D,Commercial,85,81,23,4,ENTP,CD,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2,4,2,1,6,9,8,1,3,1,2,3,7,4,1,5,6,7,8
EMP100463,Arif Kurniawan,91,4,0,Others,V,S1,Engineering,HRBP,IT,Commercial,123,62,35,7,ISFJ,DI,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,7,7,4,5,8,6,8,9,7,4,null,4,8,9,9,null,5,9,8,9
EMP100464,Anisa Erlangga Lukman,104,3,0,Others,III,SMA,Engineering,Brand Executive,IT,Technology,132,57,38,4,ESTJ,SD,3.0,3.0,,4.0,4.0,,2.0,2.0,4.0,3.0,1,1,null,7,null,4,8,1,3,6,2,5,null,6,9,1,5,4,4,5
EMP100465,Eko Pamungkas,48,5,1,High Performer,IV,D3,Business,Sales Supervisor,Finance,Technology,119,56,28,4,ISTJ,CS,5.0,5.0,,4.0,5.0,,5.0,5.0,5.0,5.0,1,8,5,2,2,8,2,1,null,2,3,4,3,1,null,6,6,4,5,5
EMP100466,Gita Nabila Indrawan,48,5,1,High Performer,V,S2,Psychology,Supply Planner,HR,Commercial,95,91,35,5,ISTP,DS,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1,3,1,3,8,8,8,5,9,4,4,1,8,1,3,3,9,1,9,7
EMP100467,Lestari Mahardika Suharto,10,1,0,Others,III,D3,Economics,Supply Planner,R&D,Technology,115,81,23,8,ISFJ,DS,,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,9,2,2,4,8,6,5,9,5,9,7,1,8,9,1,1,4,2,7,8
EMP100468,Dinda Erlangga Indrawan,26,2,0,Others,III,S2,Psychology,Finance Officer,IT,HR & Corp Affairs,null,75,12,10,ISTP,,3.0,1.0,2.0,3.0,,2.0,2.0,,2.0,2.0,8,9,7,null,3,4,6,4,null,4,5,7,7,3,1,9,3,null,6,1
EMP100469,Sari Suharto,57,2,0,Others,V,D3,Economics,Supply Planner,Operations,HR & Corp Affairs,82,34,36,9,INTJ,DS,2.0,3.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,null,9,4,9,1,2,1,null,1,4,5,7,4,6,7,1,5,5,4,8
EMP100470,Wulan Saputra Santoso,64,2,0,Others,V,S1,Engineering,Finance Officer,Marketing,HR & Corp Affairs,null,72,null,10,ESTJ,SI,,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,7,3,2,1,null,3,1,null,8,null,5,9,8,3,6,null,4,4,6,7
EMP100471,Indra Zulfikar Rahmawati,32,3,0,Others,V,D3,Business,Sales Supervisor,IT,HR & Corp Affairs,123,58,36,4,INTJ,DC,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,7,7,7,2,3,7,1,7,6,4,4,7,5,7,6,4,5,2,8,9
EMP100472,Rani Zulfikar Ginting,44,1,0,Others,III,S2,Economics,Brand Executive,Marketing,Commercial,null,77,null,8,ISTP,,4.0,,,4.0,4.0,3.0,,5.0,4.0,,5,8,8,1,7,7,5,5,1,8,6,7,7,2,6,null,2,9,9,1
EMP100473,Zaki Zulfikar Salsabila,6,4,0,Others,IV,SMA,Psychology,Brand Executive,HR,Commercial,132,71,22,1,ESFJ,DS,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,1,1,9,9,9,2,6,1,3,3,null,6,4,9,4,8,1,9,7,7
EMP100474,Vania Iqbal Fauziah,45,2,0,Others,IV,SMA,Design,Data Analyst,Operations,Technology,103,53,27,7,ESFP,CD,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,8,7,null,null,1,3,null,5,2,4,null,2,8,9,9,9,2,3,5,4
EMP100475,Rizky Setiawan,47,5,1,High Performer,III,S1,Business,HRBP,IT,Commercial,94,76,26,6,INTP,SD,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5,null,8,2,2,5,null,5,5,1,3,3,8,null,9,1,5,5,1,1
EMP100476,Sari Hartanto,96,4,0,Others,IV,S2,Engineering,Finance Officer,Finance,HR & Corp Affairs,105,92,28,4,ENTJ,DS,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4,1,6,9,3,5,7,4,5,9,8,9,8,4,null,4,null,9,1,7
EMP100477,Gita Wibowo,98,4,0,Others,IV,S2,Statistics,HRBP,Finance,Technology,null,98,20,7,ENFJ,SD,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,null,6,6,null,7,2,3,3,9,5,8,7,9,2,4,3,3,6,7,2
EMP100478,Nurlita Kusuma Pratama,66,3,0,Others,III,S1,Design,Sales Supervisor,HR,Commercial,89,28,24,10,,DI,2.0,4.0,,2.0,,2.0,,2.0,3.0,4.0,3,null,9,7,9,1,3,8,null,3,7,8,2,6,6,8,4,null,9,5
EMP100479,Rendra Yudhistira Herlambang,82,2,0,Others,V,S2,Design,Data Analyst,Finance,HR & Corp Affairs,115,27,25,7,ENTJ,CI,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,null,7,1,3,2,6,1,3,9,8,3,9,7,6,1,2,6,6,7,9
EMP100480,Dimas Maulana,28,5,1,High Performer,III,SMA,Statistics,Finance Officer,Marketing,Commercial,null,73,null,10,ENFP,DI,5.0,5.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5,5,6,6,3,null,3,1,2,8,4,4,3,7,9,6,null,2,8,1
EMP100481,Rama Salsabila,90,4,0,Others,III,D3,Statistics,Data Analyst,Finance,Technology,100,21,29,9,ENFP,DC,3.0,3.0,4.0,4.0,5.0,4.0,,3.0,4.0,4.0,3,4,1,null,1,1,3,1,9,7,7,6,4,4,4,8,null,9,null,5
EMP100482,Rani Rachman Setiawan,38,1,0,Others,V,SMA,Statistics,Data Analyst,Operations,Technology,120,50,14,4,ENTP,,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,2,null,7,3,5,6,1,6,3,null,7,3,5,9,null,7,6,null,6,1
EMP100483,Intan Nabila Pamungkas,23,3,0,Others,III,S1,Statistics,Supply Planner,Marketing,Technology,null,42,null,5,ESFJ,DI,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,8,2,7,2,8,6,2,4,4,3,9,5,8,8,5,2,8,4,null,6
EMP100484,Citra Nabila Handayani,35,4,0,Others,V,S1,Economics,HRBP,Marketing,Technology,null,99,null,7,ENTP,SD,5.0,,5.0,,4.0,3.0,4.0,4.0,4.0,4.0,9,9,null,null,4,1,4,8,7,1,7,4,9,5,5,4,6,null,7,2
EMP100485,Galih Aji Saputra,20,5,1,High Performer,V,S2,Engineering,Supply Planner,Operations,HR & Corp Affairs,111,60,18,5,ENTJ,CI,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,7,6,9,2,null,3,6,2,9,9,5,5,9,8,null,9,8,null,4,2
EMP100486,Joko Simanjuntak,22,4,0,Others,III,S2,Engineering,Finance Officer,Operations,HR & Corp Affairs,110,88,28,8,ESFJ,SC,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,6.0,4.0,null,5,2,null,6,2,1,3,7,8,9,5,8,9,3,6,2,7,8,1
EMP100487,Joko Lukman,24,2,0,Others,IV,SMA,Economics,Supply Planner,Operations,HR & Corp Affairs,106,73,25,2,ENTP,ID,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,3.0,2.0,5,1,5,6,6,3,8,2,null,9,2,6,9,6,6,6,8,8,null,3
EMP100488,Luthfi Pratama,64,3,0,Others,IV,S1,Psychology,Finance Officer,R&D,HR & Corp Affairs,126,95,44,10,ENTJ,DI,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2,6,2,9,4,8,9,1,6,1,5,null,8,null,6,6,6,2,5,9
EMP100489,Vania Adi Setiawan,12,4,0,Others,IV,S2,Engineering,Brand Executive,Operations,Commercial,124,57,21,2,ISTP,DS,,3.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,1,8,9,9,7,1,6,7,5,4,5,6,7,6,8,null,7,5,2,4
EMP100490,Cahyo Suharto,44,2,0,Others,IV,S2,Psychology,Sales Supervisor,Operations,Commercial,80,33,31,4,ESFJ,CI,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,null,2,1,4,6,2,1,2,2,7,5,6,9,1,8,2,8,7,2,8
EMP100491,Gita Anggara,85,2,0,Others,III,D3,Engineering,Finance Officer,R&D,HR & Corp Affairs,89,92,26,8,ENFP,ID,2.0,,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,4,9,8,2,6,2,4,7,1,3,9,3,8,6,9,2,8,6,8,4
EMP100492,Ahmad Lestari Handayani,74,4,0,Others,III,SMA,Design,HRBP,R&D,Technology,90,41,31,9,ISTJ,DC,4.0,4.0,,4.0,4.0,4.0,,,3.0,,1,3,2,6,6,5,8,6,4,5,1,3,3,6,2,null,5,null,1,4
EMP100493,Nurlita Wijaya,47,2,0,Others,III,SMA,Engineering,Supply Planner,Operations,HR & Corp Affairs,112,71,25,2,ESFJ,CD,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,2.0,3,4,5,2,4,7,2,2,4,3,5,8,3,4,4,5,5,5,2,9
EMP100494,Dwi Mahardika Anggara,30,4,0,Others,IV,D3,Economics,HRBP,IT,HR & Corp Affairs,95,41,24,6,INTJ,IS,4.0,4.0,,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4,6,9,7,3,9,1,7,4,4,8,9,4,9,8,1,3,1,4,4
EMP100495,Gita Ganesha Zulfikar,64,2,0,Others,IV,S2,Economics,HRBP,IT,Technology,81,29,27,8,ISTP,DI,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4,3,null,5,8,null,8,8,3,9,3,3,3,7,1,1,null,3,8,1
EMP100496,Intan Wijaya Pratomo,74,3,0,Others,IV,D3,Psychology,Brand Executive,Marketing,Technology,null,43,null,4,ISTP,SI,3.0,,,3.0,3.0,,4.0,2.0,,2.0,6,4,2,null,6,4,1,4,7,6,5,3,3,2,7,2,9,3,6,5
EMP100497,Oka Syahputra,38,4,0,Others,V,S2,Engineering,HRBP,HR,HR & Corp Affairs,87,67,31,5,INTP,,3.0,3.0,4.0,,4.0,4.0,4.0,,,,1,3,4,9,7,5,null,1,2,7,null,3,9,1,5,7,1,1,9,4
EMP100498,Fitri Situmorang,58,5,1,High Performer,IV,SMA,Engineering,HRBP,Finance,HR & Corp Affairs,80,65,41,9,ENTJ,IS,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1,9,null,5,3,6,1,8,3,6,4,9,9,6,1,5,2,6,7
EMP100499,Adit Herlambang,43,4,0,Others,III,S2,Economics,Data Analyst,Marketing,Commercial,null,27,null,7,ISFJ,CS,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6,8,1,4,7,null,4,2,5,1,8,null,1,null,4,7,7,null,8,9
EMP100500,Yoga Mahardika Gunawan,16,3,0,Others,III,SMA,Design,Supply Planner,IT,Technology,117,71,27,3,ENFP,DC,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3,6,5,null,1,7,9,4,2,8,null,9,3,8,5,3,8,2,5,null
EMP100501,Rifqi Rachman Santoso,36,3,0,Others,III,SMA,Statistics,Sales Supervisor,Operations,Technology,122,34,25,9,enfp,CD,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,7,9,7,2,null,3,9,null,8,1,1,null,1,9,8,5,null,4,8,8
EMP100502,Wahyu Hasibuan,59,4,0,Others,IV,SMA,Psychology,Supply Planner,Operations,Technology,81,55,13,2,ESTJ,CD,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,,9,4,null,4,8,5,8,9,4,2,2,8,2,5,6,null,3,7,2,6
EMP100503,Prasetyo Ganesha Ramadhan,44,4,0,Others,III,S1,Engineering,HRBP,HR,Technology,86,32,40,4,INTP,CS,4.0,4.0,3.0,4.0,4.0,,,3.0,5.0,4.0,1,3,6,4,8,4,6,4,6,8,4,8,4,null,6,2,1,9,2,7
EMP100504,Kartika Halim Ginting,47,1,0,Others,IV,D3,Design,Data Analyst,R&D,Technology,113,23,23,6,ENTJ,CD,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6,4,2,8,6,3,3,7,6,2,5,null,4,6,6,8,8,null,3,5
EMP100505,Intan Pramudita Maulida,66,3,0,Others,V,S2,Statistics,Sales Supervisor,HR,Technology,98,89,32,5,ENTJ,CD,3.0,2.0,,3.0,,2.0,3.0,4.0,4.0,3.0,4,3,7,null,5,8,4,7,4,6,3,3,7,null,null,null,null,3,3,1
EMP100506,Cahyo Iqbal Suharto,82,2,0,Others,III,SMA,Statistics,Brand Executive,Finance,Commercial,102,93,20,8,INTJ,DC,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,,,1,3,2,9,3,4,7,8,1,1,6,7,7,5,7,7,2,9,4,7
EMP100507,Dewi Rahmawati,44,4,0,Others,IV,S2,Statistics,Brand Executive,Operations,Technology,81,68,32,10,INFJ,DS,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,8,7,2,3,4,8,9,7,3,3,1,4,4,4,7,6,7,3,9,4
EMP100508,Sari Nabila Halim,41,4,0,Others,III,SMA,Economics,Finance Officer,IT,HR & Corp Affairs,107,89,26,5,ENTJ,DI,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,4.0,null,5,8,null,8,7,8,1,6,9,9,4,9,1,7,8,9,4,4,1
EMP100509,Zaki Tri Lestari,47,4,0,Others,IV,S1,Design,Brand Executive,Finance,Technology,85,81,22,1,ISFP,,3.0,3.0,4.0,3.0,4.0,,3.0,4.0,3.0,4.0,5,3,5,5,3,7,9,9,4,8,4,3,4,7,5,6,9,9,9,9
EMP100510,Rizky Lestari Situmorang,46,4,0,Others,IV,S1,Statistics,HRBP,IT,Technology,82,35,23,6,INTP,CD,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,6,3,null,8,5,7,6,1,5,1,8,8,7,9,1,null,9,6,6,6
EMP100511,Nugroho Saputra,29,3,0,Others,V,D3,Economics,Sales Supervisor,Finance,HR & Corp Affairs,135,59,31,8,,SD,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,9,8,5,9,7,6,3,1,7,1,1,9,6,2,7,4,9,6,7,3
EMP100512,Valdo Ginting,52,5,1,High Performer,V,S1,Psychology,Data Analyst,R&D,Technology,101,31,19,6,ISFJ,SC,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,3,4,5,3,4,1,2,6,8,8,1,7,8,3,7,1,9,9,7
EMP100513,Nabila Fadillah Setiawan,59,4,0,Others,V,D3,Design,Supply Planner,R&D,Commercial,109,26,29,9,ENTP,DC,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2,8,8,5,null,7,7,2,1,8,8,1,7,3,null,5,null,1,3,8
EMP100514,Fitri Saputra Yulianto,64,3,0,Others,V,S1,Business,HRBP,Operations,HR & Corp Affairs,91,43,28,9,,ID,3.0,4.0,,4.0,2.0,3.0,4.0,3.0,4.0,3.0,6,null,6,7,2,6,8,3,null,6,9,1,4,5,7,5,4,2,1,7
EMP100515,Cahyo Handayani,65,4,0,Others,III,S2,Statistics,Finance Officer,IT,Commercial,82,74,24,8,INFJ,CS,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,6,8,9,9,5,2,7,4,2,8,7,6,1,2,4,5,4,2,8
EMP100516,Yoga Nugroho,37,3,0,Others,III,S2,Engineering,Brand Executive,R&D,Commercial,100,83,14,5,ESTP,DI,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3,1,5,6,6,2,4,2,null,7,7,4,2,5,1,7,8,8,8,4
EMP100517,Rendra Wibowo,27,1,0,Others,V,S1,Economics,Supply Planner,Marketing,HR & Corp Affairs,null,56,null,3,ISTP,IC,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6,9,7,4,8,1,9,8,9,6,8,9,5,9,9,9,3,4,2,8
